1841 1842 1843 1844 1845 1846 1847 1848 1849 1850 1851 1852 1853 1854 1855 1856 1857 1858 1859 1860 1861 1862 1863 1864 1865 1866 1867 1868 1869 1870 1871 1872 1873 1874 1875 1876 1877 1878 1879 1880 1881 1882 1883 1884 1885 1886 1887 1888 1889 1890 1891 1892 1893 1894 1895 1896 1897 1898 1899 1900 1901 1902 1903 1904 1905 1906 1907 1908 1909 1910 1911 1912 1913 1914 1915 1916 1917 1918 1919 1920 1921 1922 1923 1924 1925 1926 1927 1928 1929 1930 1931 1932 1933 1934 1935 1936 1937 1938 1939 1940 1941 1942 1943 1944 1945 1946 1947 1948 1949 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960
1 16105 16565 16439 16017 16689 17848 17455 17291 16953 15992 17390 17362 17334 17060 16443 16294 17045 17179 16755 15968 16468 16037 16536 17029 17442 17166 16933 17011 17245 16842 16978 16382 16508 16909 16876 15743 15787 16054 15794 15258 14852 15247 15571 15680 15633 16119 15498 15446 16150 16007 16658 16707 16306 16134 17037 16525 17320 17705 17457 16323 15991 14644 15066 15098 14264 13871 13139 12793 11928 12999 12810 11071 11822 11657 11046 10251 9421 12002 9573 9655 8962 8247 7991 8366 8163 7820 7628 5846.53802603194 5911.72699526913 5299.66554176617 5536.41627086478 5374.43875190694 5137.03134598756 5060.25966803965 4939.62703983708 5057.08377080198 4856.99528571108 4517.97825454644 4524.09163354984 4896.86513011644 4798.81286874703 4432.36048361423 4167.41719806959 4106.27921583599 3742.80933265239 3792.79509762386 3538.25366973825 2827.53955799361 2687.86658987138 2571.55735371054 2509.25641086546 2379.69247448516 2308.47189868223 2170.06864203835 2102.50580803528 2040.29133620818 2012.25757529256 1961.38144808228 1943.09177114445 1893.8113507467
2 5460.72555 5258.90805 5157.38492 5575.63137 6005.05688 5640.55632 5529.68955 5338.03886 5128.98272 5148.85032 5419.216 5594.5926 5648.56778 4996.3056 5144.60449 5561.42664 5700.6676 5432.22939 5501.66205 5410.82048 5825.52168 6001.67524 5619.63112 5592.2454 5378.6537 5173.81164 5412.64572 5506.32015 5422.1076 4845.61666 4862.59854 4867.40378 5112.21516 4977.1509 4817.0358 5085.75252 5287.73427 5320.49748 5056.5703 4309.1307 4924.96032 4749.55812 4799.78865 4709.272 4823.26139 4529.574 4563.108 4917.66064 4948.827 4570.05913 4577.14264 4207.12943 4223.19924 4527.08668 4238.57967 4242.1995 4181.1276 4118.0418 4047.08329 3543.72095 3567.02214 3665.18664 3648.76464 3308.63094 3333.41568 3222.08589 3090.51438 2922.30657 3248.09536 3287.76779 2722.9437 2893.74966 3122.38298 3032.81519 2474.70028 2859.40314 3402.14724 2214.02968 1965.88298 2152.0179 2057.4588 1945.1636 2095.04493 1916.98328 1819.29097 1771.6996 1854.82976 1702.14232655661 1342.35261979817 1373.78565634169 1272.17174757991 1191.09360126681 1072.30690647432 1012.60084724094 993.362139162539 753.834979100478 621.106540376392 628.251884077892 748.81562172244 654.383420913583 461.071962817183 444.553151938653 364.612240423471 335.234740980181 281.82459801846 276.588362612546 236.460509003181 200.714026502374 199.490458821023 184.273914395459 161.329931252321 143.508596829487 126.333197915573 129.537142482236 123.719900409088 114.981394129842 108.552529546661 112.732159602281 111.003435727221 108.74237104927
3 2729.51275086 2693.1663676775 2715.9012263712 2988.1048184893 3086.0532493504 3042.0950007168 2700.156784377 2619.7807442004 2692.8466771968 2554.2478581352 2923.98689792 2901.454722684 2517.6998592718 2470.035675536 2829.9033539559 3011.6918572944 2636.690364812 2471.7973332834 2657.267291131 2825.6451919488 3072.5141527728 2740.340565314 2619.463012812 2427.371531802 2327.729084408 2547.254178208 2636.365327806 2578.623585408 2207.080749096 1944.4964783322 2224.4165655516 2329.4426361876 2096.65924447 1984.872905631 2114.2880334 2214.4197920156 2221.7462302995 2089.0796019564 1941.535510541 1912.693631954 1922.1440307328 1883.2810218552 1809.9719739855 1810.34795472 1761.8938102115 1739.38325792 1854.5822944 1893.7521499808 1801.31377959 1651.2029406873 1624.1313587632 1576.1814004601 1647.4296997548 1612.9601077956 1514.6578471492 1512.554161545 1548.782752452 1481.45335789 1384.6679707644 1278.927133638 1319.248436904 1318.4897276304 1248.5412151296 1259.8016182864 1237.6868164864 1218.731637417 1159.3835209808 1156.3859938596 1224.0089439552 1115.8973853593 1103.984425841 1299.132280134 1223.0997727476 1092.8234674161 1362.04897059 1683.9203871468 978.1242879672 879.28569578 827.9960553072 916.325084019 742.98751902 794.79935214 757.9746412401 755.4172807824 737.2450369557 791.0726285 754.0080280992 618.518769894499 570.463842441758 570.784288004488 524.387750084771 470.910838671021 430.540743360871 421.20330315247 386.890799989592 399.889638829171 414.625174020384 426.49609008378 389.551516567857 323.600458387469 277.974348655932 256.029842340382 213.707704547789 197.744868855347 170.320373333833 166.639027232352 150.020956804663 130.125566943981 127.59869217073 119.858428428186 108.70907795017 100.359940808174 93.0335215199898 91.0960146702232 88.5298448238556 86.0034666268612 82.2128712726268 84.8386869449592 82.9431227416602 80.6771565898795
4 1802.53037605652 1708.17860592796 1886.13782923243 2092.13037813131 2017.29660668426 1774.28477060469 1617.84089530061 1758.14776290921 1730.17892386447 1771.03677128548 1910.88468943652 1691.91936009635 1606.2142296973 1906.46461937996 2056.59961156596 1712.27836944666 1494.59136996482 1601.7248886562 1997.28947952592 2051.02715891707 1850.92231134723 1616.4989503438 1457.8586757061 1458.55391450713 1646.73557874302 1748.62910775212 1723.1632062319 1487.5945574148 1269.62621690028 1376.91300011587 1542.23954320625 1381.69445679533 1272.40253493344 1332.25708340146 1376.80165833046 1378.2967838918 1322.36867617484 1291.1694546274 1288.59975402207 1191.93626664094 1172.16440786953 1103.056671317 1120.59704701461 1119.54746885158 1080.38982426906 1126.926860615 1139.2500786047 1103.94473838227 1105.61198122068 1010.25487570177 993.57255089593 1030.10376906319 1007.81265523018 911.725431179158 919.568271170753 950.518612719305 952.642109836644 907.307822282161 841.28372374506 765.675757107875 799.139567173269 768.359413925454 781.158134853935 768.792240417199 722.367587781271 678.011914522439 674.106593127997 719.059859322614 701.403124889816 685.557879044518 774.442937710937 760.082978996998 665.630186943184 856.490564854078 1046.94218421774 654.379595311513 561.153722352933 536.59760682507 466.208203532166 488.749279289494 482.659418634961 464.648053389829 452.9123805781 444.807997196088 470.508045243343 467.80192896723 401.241335087197 376.437716267599 373.388478547821 379.260558564663 338.468500535009 297.096073488275 279.475431212228 268.397054480801 245.189000759185 270.238735636193 294.567593681215 293.24700746108 237.489140831984 190.539731672873 176.223977849002 159.133148309281 134.261193048276 124.181797910339 108.135362510426 105.391373928117 99.0975944519209 87.5085561996733 85.0446895647162 81.156677881571 75.894361578699 72.3436432308912 69.8511595750883 66.02301508061 65.0758626331659 65.5302172644662 63.3281762993726 64.8609827475572 63.1526693574035 61.0946668222543
5 1265.94522256442 1349.34012219826 1543.19095467013 1594.13188084167 1358.13077929519 1213.08048133484 1242.39707524481 1274.45834977027 1317.76520080337 1322.97610464778 1243.07457524922 1153.40453041014 1347.07221506145 1488.26433674585 1205.82463772944 1024.21741370896 1129.7511327777 1414.98429388957 1607.95318594555 1298.64077124845 1125.2258270919 1006.17331329016 1046.01672917521 1203.81254153746 1275.22903811391 1271.40340693311 1131.67210951765 943.401532937227 1018.47679713491 1102.36731576481 1018.43668385851 945.497185000415 975.139399787755 1002.27603608696 996.54744845015 999.903963861145 992.015944837598 995.494703320996 928.492970945394 840.557962293273 774.372461663633 787.11480478938 795.364920951729 763.741092461227 798.462146295157 809.2125260259 807.923126083451 826.164565844246 778.181091729299 677.803895363385 751.572404554864 732.674428136567 652.164090858578 659.834216639007 701.869786747456 702.443008690482 679.41718098714 614.642277830804 572.787437266334 558.334034538667 558.447195672729 558.023789171293 535.767423427711 531.49269834466 507.592363768271 485.250921642783 497.35756272076 498.575947839748 526.405427826834 597.955971702852 551.692041295473 482.862201714997 609.613282152067 788.593837557324 499.377632877242 444.739821575869 362.246941191146 345.065475901145 314.67255506779 387.074068505644 350.142028106757 345.338717078434 339.732750624536 353.181997853666 361.45652070755 334.310346909498 310.979484651311 306.539663024999 308.76364477841 295.588975597349 262.750005153713 243.310500912427 226.194196494744 213.409740663461 212.299961772047 223.633933978233 220.126335638823 205.334229482572 168.885217262651 133.193891489406 118.981044654632 108.124608033096 91.6482551225583 84.2323875944709 73.2536122117938 71.0460360183332 69.1078303397035 61.9010753521353 59.9352894035432 58.0053615628213 55.5913811986297 54.3213966454511 53.9433305033581 49.9223351437107 49.6994187341985 51.2711773914583 49.9805360216581 50.7598364541271 49.3548406845834 47.5900059259087
6 1013.27619110224 1165.32479628402 1228.39254618535 1068.10439311729 889.098004182611 966.307992788882 956.066772000138 1011.23189739199 1014.81180428258 893.172845140365 849.798412156862 1006.70839846975 1095.37608697349 898.103464913494 734.048689253499 821.698977916892 1065.50083308019 1187.07336019476 1015.02775750624 816.464914304172 750.973911981699 777.527920781567 896.650305600241 954.215019280425 942.997745569417 851.417168688531 710.807063318978 777.635935669595 834.720140978517 733.713862999666 696.322189253471 719.452370456982 728.510143222359 739.420319610303 708.665539774266 736.836834169487 739.428000694159 698.690229932496 634.422180389598 543.827415032085 565.022254970032 570.962620471468 541.949400693464 575.451553448471 570.790506075767 576.650383568446 604.52886381724 568.593584293445 503.195482526508 512.803997526589 526.261155699586 456.753873163211 473.736312634053 501.857453589305 495.859408227558 489.112640730601 447.389100318942 412.702815533564 414.063561352886 396.955351678543 405.156393259902 392.858323933486 393.598842932944 389.634082739552 406.069482763977 413.092837734823 389.281469368355 425.935492470686 479.40554717417 452.104844614847 395.418035834635 495.114515173383 621.656271549523 415.338553009068 373.562061267448 329.697703659386 298.463647329711 295.761035826058 288.349437484228 334.371226295879 303.294490252807 304.300523457001 331.36250736584 333.258443698954 310.454232989098 305.523997304944 293.868106594136 279.406018873885 267.235973808771 241.124986135215 222.049026352199 210.951727805024 196.263397687056 194.906365275397 201.774531655777 187.455238700874 165.399234063097 146.87863511441 127.318914329077 100.737345467766 85.336159480732 78.9636609350325 67.1275654571603 61.2975685045931 53.0781778040883 51.1841820624125 51.1149938137694 46.3622897279386 44.8930548956606 43.9463451623318 42.9162322698344 42.6441507544547 43.118420159286 39.655440173032 39.7072620452835 41.4110889567612 40.6196691235454 40.9162946171054 39.7452897068438 38.2815267483123
7 885.976632579486 935.644877420388 821.106713572133 705.94232262261 718.441593214607 770.233683814867 774.782349664621 781.316133362296 680.312684282033 638.565433169986 779.919737620135 842.776145456194 674.921248961781 571.5820352165 602.038421619135 802.352238373707 908.585101338869 775.723702351718 676.471682264556 585.212210120861 602.708157992854 685.17027945798 732.608677598406 729.041672279162 642.429226421149 565.657386917441 601.628758145716 650.994452086219 578.183997621999 530.372971950209 547.992018045102 562.048743318147 556.400687998481 540.607168389 527.127869559525 568.581783816677 540.588848484475 492.79215915209 435.728382604837 429.842213776291 438.062365113136 418.394417991465 432.574022762216 440.748593593535 424.873621102558 459.607428187848 437.333798218778 387.506004255721 399.713858057394 380.877210810034 351.885803483406 356.122443079107 382.232772907688 370.697426942905 361.945681380518 344.636464667995 324.189876640235 319.976446245264 316.941910011028 310.847548695339 309.43994506796 309.893143495037 290.590089748963 290.195062670583 300.619121301576 288.402576475259 300.696822517806 344.680433857426 345.58711633577 316.169310065479 365.754004489744 464.789126838292 315.452127400439 299.051255729275 264.567633009931 246.303966495781 220.939846819013 231.9245116007 218.141004736894 244.428753334968 223.850746402043 242.60054932086 250.010802724144 239.77685823128 227.396156600789 230.124937895628 248.519805199591 226.041839215491 208.924117143438 194.397373841522 181.943565385256 173.120593876025 170.555113023679 174.984804963127 160.777070412039 145.048209762994 122.727899729191 107.75264915539 95.9507258357253 77.6264585048803 64.6492271652269 60.8872390911451 52.0165706309895 47.414202674474 41.0239172082003 39.3437988338892 40.1062154569072 36.8228251830308 35.736186264267 35.2777652603432 34.9257813871078 34.9968237388256 35.7888674256003 33.150221019122 33.2710353204625 34.6423772419702 34.1115531164248 34.111487142906 33.0399844652578 31.8625188963497
8 710.907184432215 629.403712765402 544.820953885358 591.153168370942 568.435136904511 612.521885999093 579.406993225061 504.865909542081 492.669892907099 599.237699581313 642.024025913584 515.992281724625 429.821075253011 468.845381940902 573.550564830679 668.798561055801 603.565621214988 532.224124110661 482.942153591097 458.945462706556 517.438425936867 556.280499374954 558.781323825789 508.361471428276 436.837641142083 457.27260141141 486.035924210761 454.684350633499 413.549618044973 414.686007548881 422.681767536099 420.856023587236 397.946180377846 402.455006507191 411.548635798253 418.390019520021 375.780866671678 342.64331618004 336.338961601812 328.48595137482 321.749940661709 328.801563341425 329.686517532207 329.563921882471 337.832052446227 329.907233303078 295.875378925171 297.928385702629 290.564443114886 260.157392906692 271.243460075235 280.253289613806 283.155918859591 271.014619261874 257.82029170687 252.784679655133 249.730612122213 245.65488908472 247.388367952639 240.454547772189 239.627199061178 226.41181609973 229.424604182486 225.65794566972 217.877684606721 233.882632971069 251.938938112007 266.139382704692 247.903167218647 290.769424017359 365.740941846727 238.521148095341 232.61747133074 216.923400898301 197.38006694653 192.955582941223 182.225237275831 187.864505986651 179.599159508853 206.831101189418 200.687272164418 201.609143170612 191.364677132679 186.567922922966 183.733256488382 194.21482643293 186.753047843578 169.772165649048 159.420232593048 154.135570506724 143.942410554254 144.352380927504 146.504145736856 137.03187539554 116.805660875345 108.028753106153 91.7906297836348 81.4986930090201 72.2046858336397 60.4657658880944 51.3344510648098 48.8350303820506 42.1047629487885 38.6007549699549 33.560334399658 32.0862457733709 33.2369935318348 30.8871955824025 30.0645406766321 29.8514342269865 29.8342292754133 29.9059333238704 30.8337085131456 29.0424689122055 29.1625840015731 30.0467784182276 29.6498901647863 29.4593738799957 28.3398842871228 27.4387150803273
9 497.185495256076 430.018356495872 477.895484912732 468.926339278566 455.958758662446 458.534550689706 374.764054924618 385.9816515061 474.528349615379 496.848591646599 399.966765794498 341.898513727348 359.213976474766 441.183108994621 480.19913417573 468.992655453342 437.318582253912 386.587202994851 371.482231104191 395.983217778331 426.396709705876 432.651312708712 405.564693392873 357.496732090744 345.342496648876 365.838668997566 351.823409453845 331.06590609414 324.521434802621 327.832645012929 315.512175847216 304.044740179548 302.434397393698 323.061583400076 312.504695113596 294.33346594301 271.295347617385 265.412060650132 256.809248670235 249.615945851643 253.599791860183 256.1984612684 252.890838713334 265.473925597552 246.825033910175 228.130896612866 226.642177333651 219.947427298046 208.003484542169 204.558464720622 214.571490910665 212.76327689448 213.068924839705 199.528792011815 196.607925475151 197.949182460458 196.886310034254 195.133430154681 195.016025558549 187.626107457595 178.201332365037 183.5744262925 186.734772119338 185.162875126136 192.785305882432 220.463030202185 219.75877754696 211.889660758256 252.027493069059 309.783440745455 200.656859304194 190.923815566589 175.797103481013 163.281927461072 153.887883378229 165.84182360771 160.690028246422 160.783419971995 154.23740958181 187.497293666331 170.753531859076 158.292717511212 147.152203481362 147.712770510642 161.417525037068 152.387485499802 134.249136657438 131.364468323751 127.592214329402 125.680783581128 120.227372268628 122.932424597173 115.459771089637 103.304007493358 89.2922351619793 81.2447757854258 70.7151380919946 63.9254949027236 55.1368823868972 47.9918249277177 42.488269664892 40.4927639529246 35.3968693970102 32.8722667657692 28.8848834734502 27.6293612546395 28.9577701723499 27.2283493309449 26.5889725926159 26.5055109871703 26.6403495977475 26.5414305800891 27.5606782448205 26.541858411506 26.6384121415374 27.025722601194 26.6962870618565 26.368177644466 25.0805240766918 24.4421462729273
10 362.941069917118 401.737087645137 395.053027109384 394.79055563602 366.301280685461 322.806817948024 321.155412102979 393.500518540511 405.271888845291 336.681217075396 289.505975229696 305.222177841071 351.14440785908 390.315608352727 374.126736368253 371.848461151246 334.544897563604 305.752644771019 331.57688905256 349.542517753019 351.656715033476 334.599672752337 304.3530265046 288.72319310869 290.073729688936 287.793189265298 275.150533831569 276.116610551943 270.023321761507 258.775203809791 242.018203751619 245.818579819859 259.381052106539 261.311592348985 232.824716235419 228.565527235864 221.009227536422 213.728151932832 208.250107643079 209.071188657485 210.868106884504 206.796101523535 215.603912222206 205.084155630869 183.576998890753 185.204018534417 180.466070203933 173.952095859928 173.464283866165 172.615401633175 176.195253542769 172.703161967848 169.073312869909 162.340510741499 163.407400459914 165.269991866464 164.501632495891 162.800191754153 157.9903875523 151.261027966841 158.629725826327 166.777053819627 167.657947799627 173.812070556943 184.433151140338 191.279479327273 183.836532832582 229.080155712091 298.253562855872 182.274586216146 168.682577142186 157.639342605082 149.429621480088 147.474604063565 142.866052587743 143.887141304123 140.969725111526 147.169637880552 144.500014167232 167.438302375651 141.870112557438 134.436220909655 137.28620881776 133.50212897667 138.353487244445 133.657953657705 117.289443223504 107.419236022694 106.529956416053 110.162012156482 105.90859256901 100.081718781019 89.896295191478 82.1896331037333 72.0017409174306 63.9127551189815 57.0781744348419 52.3335971651446 44.0967750975861 39.6957417834886 36.579979130964 34.9123176121861 31.0210824844096 29.255748616778 26.0813721780701 25.0423189182097 26.409410617809 25.0955772031185 24.6160752669626 24.6204898095187 24.7887562545243 24.4627184468397 25.555901271722 25.1918276669322 25.2384667907332 25.1918535710608 24.8946631512328 24.4441757464436 22.9210957227288 22.5188823512027
